D:\Data\IMG\center_2020_06_15_12_50_27_044.jpg, D:\Data\IMG\left_2020_06_15_12_50_27_044.jpg, D:\Data\IMG\right_2020_06_15_12_50_27_044.jpg, -0.4724166, 1, 0, 4.339832
D:\Data\IMG\center_2020_06_15_12_50_27_146.jpg, D:\Data\IMG\left_2020_06_15_12_50_27_146.jpg, D:\Data\IMG\right_2020_06_15_12_50_27_146.jpg, -0.1683888, 1, 0, 5.503772
D:\Data\IMG\center_2020_06_15_12_50_27_247.jpg, D:\Data\IMG\left_2020_06_15_12_50_27_247.jpg, D:\Data\IMG\right_2020_06_15_12_50_27_247.jpg, 0, 1, 0, 6.647651
D:\Data\IMG\center_2020_06_15_12_50_27_353.jpg, D:\Data\IMG\left_2020_06_15_12_50_27_353.jpg, D:\Data\IMG\right_2020_06_15_12_50_27_353.jpg, 0, 1, 0, 7.787612
D:\Data\IMG\center_2020_06_15_12_50_27_456.jpg, D:\Data\IMG\left_2020_06_15_12_50_27_456.jpg, D:\Data\IMG\right_2020_06_15_12_50_27_456.jpg, 0, 1, 0, 8.916624
D:\Data\IMG\center_2020_06_15_12_50_27_562.jpg, D:\Data\IMG\left_2020_06_15_12_50_27_562.jpg, D:\Data\IMG\right_2020_06_15_12_50_27_562.jpg, -0.3177567, 1, 0, 10.22342
D:\Data\IMG\center_2020_06_15_12_50_27_668.jpg, D:\Data\IMG\left_2020_06_15_12_50_27_668.jpg, D:\Data\IMG\right_2020_06_15_12_50_27_668.jpg, -0.6177063, 1, 0, 11.22226
D:\Data\IMG\center_2020_06_15_12_50_27_772.jpg, D:\Data\IMG\left_2020_06_15_12_50_27_772.jpg, D:\Data\IMG\right_2020_06_15_12_50_27_772.jpg, -0.3468888, 1, 0, 12.09669
D:\Data\IMG\center_2020_06_15_12_50_27_876.jpg, D:\Data\IMG\left_2020_06_15_12_50_27_876.jpg, D:\Data\IMG\right_2020_06_15_12_50_27_876.jpg, -0.05279014, 1, 0, 13.39563
D:\Data\IMG\center_2020_06_15_12_50_27_980.jpg, D:\Data\IMG\left_2020_06_15_12_50_27_980.jpg, D:\Data\IMG\right_2020_06_15_12_50_27_980.jpg, 0, 1, 0, 14.68119
D:\Data\IMG\center_2020_06_15_12_50_28_081.jpg, D:\Data\IMG\left_2020_06_15_12_50_28_081.jpg, D:\Data\IMG\right_2020_06_15_12_50_28_081.jpg, 0, 1, 0, 15.79367
D:\Data\IMG\center_2020_06_15_12_50_28_185.jpg, D:\Data\IMG\left_2020_06_15_12_50_28_185.jpg, D:\Data\IMG\right_2020_06_15_12_50_28_185.jpg, -0.0378951, 1, 0, 16.70595
D:\Data\IMG\center_2020_06_15_12_50_28_286.jpg, D:\Data\IMG\left_2020_06_15_12_50_28_286.jpg, D:\Data\IMG\right_2020_06_15_12_50_28_286.jpg, -0.3402687, 1, 0, 17.84039
D:\Data\IMG\center_2020_06_15_12_50_28_388.jpg, D:\Data\IMG\left_2020_06_15_12_50_28_388.jpg, D:\Data\IMG\right_2020_06_15_12_50_28_388.jpg, -0.07377177, 1, 0, 18.72138
D:\Data\IMG\center_2020_06_15_12_50_28_491.jpg, D:\Data\IMG\left_2020_06_15_12_50_28_491.jpg, D:\Data\IMG\right_2020_06_15_12_50_28_491.jpg, 0, 1, 0, 19.86981
D:\Data\IMG\center_2020_06_15_12_50_28_598.jpg, D:\Data\IMG\left_2020_06_15_12_50_28_598.jpg, D:\Data\IMG\right_2020_06_15_12_50_28_598.jpg, 0, 1, 0, 20.77916
D:\Data\IMG\center_2020_06_15_12_50_28_702.jpg, D:\Data\IMG\left_2020_06_15_12_50_28_702.jpg, D:\Data\IMG\right_2020_06_15_12_50_28_702.jpg, -0.3125559, 1, 0, 21.94416
D:\Data\IMG\center_2020_06_15_12_50_28_809.jpg, D:\Data\IMG\left_2020_06_15_12_50_28_809.jpg, D:\Data\IMG\right_2020_06_15_12_50_28_809.jpg, -0.6124675, 1, 0, 22.7619
D:\Data\IMG\center_2020_06_15_12_50_28_911.jpg, D:\Data\IMG\left_2020_06_15_12_50_28_911.jpg, D:\Data\IMG\right_2020_06_15_12_50_28_911.jpg, -0.3510124, 1, 0, 23.70753
D:\Data\IMG\center_2020_06_15_12_50_29_017.jpg, D:\Data\IMG\left_2020_06_15_12_50_29_017.jpg, D:\Data\IMG\right_2020_06_15_12_50_29_017.jpg, -0.05200596, 1, 0, 24.68492
D:\Data\IMG\center_2020_06_15_12_50_29_121.jpg, D:\Data\IMG\left_2020_06_15_12_50_29_121.jpg, D:\Data\IMG\right_2020_06_15_12_50_29_121.jpg, 0, 1, 0, 25.81908
D:\Data\IMG\center_2020_06_15_12_50_29_221.jpg, D:\Data\IMG\left_2020_06_15_12_50_29_221.jpg, D:\Data\IMG\right_2020_06_15_12_50_29_221.jpg, 0, 1, 0, 26.7656
D:\Data\IMG\center_2020_06_15_12_50_29_325.jpg, D:\Data\IMG\left_2020_06_15_12_50_29_325.jpg, D:\Data\IMG\right_2020_06_15_12_50_29_325.jpg, 0, 1, 0, 27.70466
D:\Data\IMG\center_2020_06_15_12_50_29_427.jpg, D:\Data\IMG\left_2020_06_15_12_50_29_427.jpg, D:\Data\IMG\right_2020_06_15_12_50_29_427.jpg, -0.02352, 1, 0, 28.63424
D:\Data\IMG\center_2020_06_15_12_50_29_528.jpg, D:\Data\IMG\left_2020_06_15_12_50_29_528.jpg, D:\Data\IMG\right_2020_06_15_12_50_29_528.jpg, -0.3257742, 1, 0, 29.47269
D:\Data\IMG\center_2020_06_15_12_50_29_634.jpg, D:\Data\IMG\left_2020_06_15_12_50_29_634.jpg, D:\Data\IMG\right_2020_06_15_12_50_29_634.jpg, -0.07295042, 1, 0, 30.1928
D:\Data\IMG\center_2020_06_15_12_50_29_735.jpg, D:\Data\IMG\left_2020_06_15_12_50_29_735.jpg, D:\Data\IMG\right_2020_06_15_12_50_29_735.jpg, 0, 1, 0, 30.18988
D:\Data\IMG\center_2020_06_15_12_50_29_841.jpg, D:\Data\IMG\left_2020_06_15_12_50_29_841.jpg, D:\Data\IMG\right_2020_06_15_12_50_29_841.jpg, 0, 1, 0, 30.19034
D:\Data\IMG\center_2020_06_15_12_50_29_942.jpg, D:\Data\IMG\left_2020_06_15_12_50_29_942.jpg, D:\Data\IMG\right_2020_06_15_12_50_29_942.jpg, 0, 1, 0, 30.1903
D:\Data\IMG\center_2020_06_15_12_50_30_049.jpg, D:\Data\IMG\left_2020_06_15_12_50_30_049.jpg, D:\Data\IMG\right_2020_06_15_12_50_30_049.jpg, 0, 1, 0, 30.18945
D:\Data\IMG\center_2020_06_15_12_50_30_149.jpg, D:\Data\IMG\left_2020_06_15_12_50_30_149.jpg, D:\Data\IMG\right_2020_06_15_12_50_30_149.jpg, -0.09742771, 1, 0, 30.1877
D:\Data\IMG\center_2020_06_15_12_50_30_255.jpg, D:\Data\IMG\left_2020_06_15_12_50_30_255.jpg, D:\Data\IMG\right_2020_06_15_12_50_30_255.jpg, -0.3923529, 1, 0, 30.16102
D:\Data\IMG\center_2020_06_15_12_50_30_359.jpg, D:\Data\IMG\left_2020_06_15_12_50_30_359.jpg, D:\Data\IMG\right_2020_06_15_12_50_30_359.jpg, -0.7002978, 1, 0, 30.12214
D:\Data\IMG\center_2020_06_15_12_50_30_464.jpg, D:\Data\IMG\left_2020_06_15_12_50_30_464.jpg, D:\Data\IMG\right_2020_06_15_12_50_30_464.jpg, -0.3419719, 1, 0, 30.19455
D:\Data\IMG\center_2020_06_15_12_50_30_565.jpg, D:\Data\IMG\left_2020_06_15_12_50_30_565.jpg, D:\Data\IMG\right_2020_06_15_12_50_30_565.jpg, -0.03857888, 1, 0, 30.18846
D:\Data\IMG\center_2020_06_15_12_50_30_667.jpg, D:\Data\IMG\left_2020_06_15_12_50_30_667.jpg, D:\Data\IMG\right_2020_06_15_12_50_30_667.jpg, 0, 1, 0, 30.19011
D:\Data\IMG\center_2020_06_15_12_50_30_771.jpg, D:\Data\IMG\left_2020_06_15_12_50_30_771.jpg, D:\Data\IMG\right_2020_06_15_12_50_30_771.jpg, 0, 1, 0, 30.19019
D:\Data\IMG\center_2020_06_15_12_50_30_876.jpg, D:\Data\IMG\left_2020_06_15_12_50_30_876.jpg, D:\Data\IMG\right_2020_06_15_12_50_30_876.jpg, -0.2880387, 1, 0, 30.17677
D:\Data\IMG\center_2020_06_15_12_50_30_981.jpg, D:\Data\IMG\left_2020_06_15_12_50_30_981.jpg, D:\Data\IMG\right_2020_06_15_12_50_30_981.jpg, 0, 1, 0, 30.18935
D:\Data\IMG\center_2020_06_15_12_50_31_084.jpg, D:\Data\IMG\left_2020_06_15_12_50_31_084.jpg, D:\Data\IMG\right_2020_06_15_12_50_31_084.jpg, 0, 1, 0, 30.18996
D:\Data\IMG\center_2020_06_15_12_50_31_187.jpg, D:\Data\IMG\left_2020_06_15_12_50_31_187.jpg, D:\Data\IMG\right_2020_06_15_12_50_31_187.jpg, 0, 1, 0, 30.19031
D:\Data\IMG\center_2020_06_15_12_50_31_292.jpg, D:\Data\IMG\left_2020_06_15_12_50_31_292.jpg, D:\Data\IMG\right_2020_06_15_12_50_31_292.jpg, 0, 1, 0, 30.19076
D:\Data\IMG\center_2020_06_15_12_50_31_396.jpg, D:\Data\IMG\left_2020_06_15_12_50_31_396.jpg, D:\Data\IMG\right_2020_06_15_12_50_31_396.jpg, 0, 1, 0, 30.19033
D:\Data\IMG\center_2020_06_15_12_50_31_498.jpg, D:\Data\IMG\left_2020_06_15_12_50_31_498.jpg, D:\Data\IMG\right_2020_06_15_12_50_31_498.jpg, 0, 1, 0, 30.19034
D:\Data\IMG\center_2020_06_15_12_50_31_601.jpg, D:\Data\IMG\left_2020_06_15_12_50_31_601.jpg, D:\Data\IMG\right_2020_06_15_12_50_31_601.jpg, 0, 1, 0, 30.19032
D:\Data\IMG\center_2020_06_15_12_50_31_707.jpg, D:\Data\IMG\left_2020_06_15_12_50_31_707.jpg, D:\Data\IMG\right_2020_06_15_12_50_31_707.jpg, -0.2953701, 1, 0, 30.1713
D:\Data\IMG\center_2020_06_15_12_50_31_811.jpg, D:\Data\IMG\left_2020_06_15_12_50_31_811.jpg, D:\Data\IMG\right_2020_06_15_12_50_31_811.jpg, -0.03052559, 1, 0, 30.19048
D:\Data\IMG\center_2020_06_15_12_50_31_914.jpg, D:\Data\IMG\left_2020_06_15_12_50_31_914.jpg, D:\Data\IMG\right_2020_06_15_12_50_31_914.jpg, 0, 1, 0, 30.19054
D:\Data\IMG\center_2020_06_15_12_50_32_021.jpg, D:\Data\IMG\left_2020_06_15_12_50_32_021.jpg, D:\Data\IMG\right_2020_06_15_12_50_32_021.jpg, 0, 1, 0, 30.19032
D:\Data\IMG\center_2020_06_15_12_50_32_126.jpg, D:\Data\IMG\left_2020_06_15_12_50_32_126.jpg, D:\Data\IMG\right_2020_06_15_12_50_32_126.jpg, 0, 1, 0, 30.19022
D:\Data\IMG\center_2020_06_15_12_50_32_229.jpg, D:\Data\IMG\left_2020_06_15_12_50_32_229.jpg, D:\Data\IMG\right_2020_06_15_12_50_32_229.jpg, 0, 1, 0, 30.19031
D:\Data\IMG\center_2020_06_15_12_50_32_329.jpg, D:\Data\IMG\left_2020_06_15_12_50_32_329.jpg, D:\Data\IMG\right_2020_06_15_12_50_32_329.jpg, -0.2792751, 1, 0, 30.17434
D:\Data\IMG\center_2020_06_15_12_50_32_436.jpg, D:\Data\IMG\left_2020_06_15_12_50_32_436.jpg, D:\Data\IMG\right_2020_06_15_12_50_32_436.jpg, -0.5324823, 1, 0, 30.14675
D:\Data\IMG\center_2020_06_15_12_50_32_537.jpg, D:\Data\IMG\left_2020_06_15_12_50_32_537.jpg, D:\Data\IMG\right_2020_06_15_12_50_32_537.jpg, -0.2312217, 1, 0, 30.19244
D:\Data\IMG\center_2020_06_15_12_50_32_637.jpg, D:\Data\IMG\left_2020_06_15_12_50_32_637.jpg, D:\Data\IMG\right_2020_06_15_12_50_32_637.jpg, 0, 1, 0, 30.18859
D:\Data\IMG\center_2020_06_15_12_50_32_744.jpg, D:\Data\IMG\left_2020_06_15_12_50_32_744.jpg, D:\Data\IMG\right_2020_06_15_12_50_32_744.jpg, 0, 1, 0, 30.18941
D:\Data\IMG\center_2020_06_15_12_50_32_851.jpg, D:\Data\IMG\left_2020_06_15_12_50_32_851.jpg, D:\Data\IMG\right_2020_06_15_12_50_32_851.jpg, 0, 1, 0, 30.19042
D:\Data\IMG\center_2020_06_15_12_50_32_955.jpg, D:\Data\IMG\left_2020_06_15_12_50_32_955.jpg, D:\Data\IMG\right_2020_06_15_12_50_32_955.jpg, 0, 1, 0, 30.18937
D:\Data\IMG\center_2020_06_15_12_50_33_058.jpg, D:\Data\IMG\left_2020_06_15_12_50_33_058.jpg, D:\Data\IMG\right_2020_06_15_12_50_33_058.jpg, 0.257202, 1, 0, 30.17821
D:\Data\IMG\center_2020_06_15_12_50_33_165.jpg, D:\Data\IMG\left_2020_06_15_12_50_33_165.jpg, D:\Data\IMG\right_2020_06_15_12_50_33_165.jpg, 0, 1, 0, 30.18963
D:\Data\IMG\center_2020_06_15_12_50_33_269.jpg, D:\Data\IMG\left_2020_06_15_12_50_33_269.jpg, D:\Data\IMG\right_2020_06_15_12_50_33_269.jpg, 0, 1, 0, 30.19003
D:\Data\IMG\center_2020_06_15_12_50_33_376.jpg, D:\Data\IMG\left_2020_06_15_12_50_33_376.jpg, D:\Data\IMG\right_2020_06_15_12_50_33_376.jpg, -0.2734305, 1, 0, 30.17228
D:\Data\IMG\center_2020_06_15_12_50_33_485.jpg, D:\Data\IMG\left_2020_06_15_12_50_33_485.jpg, D:\Data\IMG\right_2020_06_15_12_50_33_485.jpg, -0.4513876, 1, 0, 30.16439
D:\Data\IMG\center_2020_06_15_12_50_33_589.jpg, D:\Data\IMG\left_2020_06_15_12_50_33_589.jpg, D:\Data\IMG\right_2020_06_15_12_50_33_589.jpg, -0.1633084, 1, 0, 30.19258
D:\Data\IMG\center_2020_06_15_12_50_33_690.jpg, D:\Data\IMG\left_2020_06_15_12_50_33_690.jpg, D:\Data\IMG\right_2020_06_15_12_50_33_690.jpg, 0, 1, 0, 30.18807
D:\Data\IMG\center_2020_06_15_12_50_33_796.jpg, D:\Data\IMG\left_2020_06_15_12_50_33_796.jpg, D:\Data\IMG\right_2020_06_15_12_50_33_796.jpg, 0.0486969, 1, 0, 30.18873
D:\Data\IMG\center_2020_06_15_12_50_33_896.jpg, D:\Data\IMG\left_2020_06_15_12_50_33_896.jpg, D:\Data\IMG\right_2020_06_15_12_50_33_896.jpg, 0.3517104, 1, 0, 30.16386
D:\Data\IMG\center_2020_06_15_12_50_34_001.jpg, D:\Data\IMG\left_2020_06_15_12_50_34_001.jpg, D:\Data\IMG\right_2020_06_15_12_50_34_001.jpg, 0.08907297, 1, 0, 30.19122
D:\Data\IMG\center_2020_06_15_12_50_34_104.jpg, D:\Data\IMG\left_2020_06_15_12_50_34_104.jpg, D:\Data\IMG\right_2020_06_15_12_50_34_104.jpg, 0, 1, 0, 30.18957
D:\Data\IMG\center_2020_06_15_12_50_34_205.jpg, D:\Data\IMG\left_2020_06_15_12_50_34_205.jpg, D:\Data\IMG\right_2020_06_15_12_50_34_205.jpg, 0, 1, 0, 30.1902
D:\Data\IMG\center_2020_06_15_12_50_34_310.jpg, D:\Data\IMG\left_2020_06_15_12_50_34_310.jpg, D:\Data\IMG\right_2020_06_15_12_50_34_310.jpg, 0, 1, 0, 30.19035
D:\Data\IMG\center_2020_06_15_12_50_34_412.jpg, D:\Data\IMG\left_2020_06_15_12_50_34_412.jpg, D:\Data\IMG\right_2020_06_15_12_50_34_412.jpg, 0, 1, 0, 30.19035
D:\Data\IMG\center_2020_06_15_12_50_34_513.jpg, D:\Data\IMG\left_2020_06_15_12_50_34_513.jpg, D:\Data\IMG\right_2020_06_15_12_50_34_513.jpg, 0, 1, 0, 30.19039
D:\Data\IMG\center_2020_06_15_12_50_34_617.jpg, D:\Data\IMG\left_2020_06_15_12_50_34_617.jpg, D:\Data\IMG\right_2020_06_15_12_50_34_617.jpg, 0, 1, 0, 30.19035
D:\Data\IMG\center_2020_06_15_12_50_34_719.jpg, D:\Data\IMG\left_2020_06_15_12_50_34_719.jpg, D:\Data\IMG\right_2020_06_15_12_50_34_719.jpg, -0.2814372, 1, 0, 30.17536
D:\Data\IMG\center_2020_06_15_12_50_34_825.jpg, D:\Data\IMG\left_2020_06_15_12_50_34_825.jpg, D:\Data\IMG\right_2020_06_15_12_50_34_825.jpg, -0.01062602, 1, 0, 30.19028
D:\Data\IMG\center_2020_06_15_12_50_34_926.jpg, D:\Data\IMG\left_2020_06_15_12_50_34_926.jpg, D:\Data\IMG\right_2020_06_15_12_50_34_926.jpg, 0, 1, 0, 30.19081
D:\Data\IMG\center_2020_06_15_12_50_35_033.jpg, D:\Data\IMG\left_2020_06_15_12_50_35_033.jpg, D:\Data\IMG\right_2020_06_15_12_50_35_033.jpg, 0, 1, 0, 30.19062
D:\Data\IMG\center_2020_06_15_12_50_35_134.jpg, D:\Data\IMG\left_2020_06_15_12_50_35_134.jpg, D:\Data\IMG\right_2020_06_15_12_50_35_134.jpg, 0, 1, 0, 30.19057
D:\Data\IMG\center_2020_06_15_12_50_35_234.jpg, D:\Data\IMG\left_2020_06_15_12_50_35_234.jpg, D:\Data\IMG\right_2020_06_15_12_50_35_234.jpg, 0, 1, 0, 30.1906
D:\Data\IMG\center_2020_06_15_12_50_35_336.jpg, D:\Data\IMG\left_2020_06_15_12_50_35_336.jpg, D:\Data\IMG\right_2020_06_15_12_50_35_336.jpg, -0.2813295, 1, 0, 30.17516
D:\Data\IMG\center_2020_06_15_12_50_35_437.jpg, D:\Data\IMG\left_2020_06_15_12_50_35_437.jpg, D:\Data\IMG\right_2020_06_15_12_50_35_437.jpg, -0.07504681, 1, 0, 30.19082
D:\Data\IMG\center_2020_06_15_12_50_35_543.jpg, D:\Data\IMG\left_2020_06_15_12_50_35_543.jpg, D:\Data\IMG\right_2020_06_15_12_50_35_543.jpg, 0, 1, 0, 30.19012
D:\Data\IMG\center_2020_06_15_12_50_35_646.jpg, D:\Data\IMG\left_2020_06_15_12_50_35_646.jpg, D:\Data\IMG\right_2020_06_15_12_50_35_646.jpg, 0, 1, 0, 30.19209
D:\Data\IMG\center_2020_06_15_12_50_35_746.jpg, D:\Data\IMG\left_2020_06_15_12_50_35_746.jpg, D:\Data\IMG\right_2020_06_15_12_50_35_746.jpg, 0, 1, 0, 30.1907
D:\Data\IMG\center_2020_06_15_12_50_35_848.jpg, D:\Data\IMG\left_2020_06_15_12_50_35_848.jpg, D:\Data\IMG\right_2020_06_15_12_50_35_848.jpg, 0, 1, 0, 30.18972
D:\Data\IMG\center_2020_06_15_12_50_35_953.jpg, D:\Data\IMG\left_2020_06_15_12_50_35_953.jpg, D:\Data\IMG\right_2020_06_15_12_50_35_953.jpg, -0.0244515, 1, 0, 30.18991
D:\Data\IMG\center_2020_06_15_12_50_36_054.jpg, D:\Data\IMG\left_2020_06_15_12_50_36_054.jpg, D:\Data\IMG\right_2020_06_15_12_50_36_054.jpg, -0.3230925, 1, 0, 30.17007
D:\Data\IMG\center_2020_06_15_12_50_36_157.jpg, D:\Data\IMG\left_2020_06_15_12_50_36_157.jpg, D:\Data\IMG\right_2020_06_15_12_50_36_157.jpg, -0.08929528, 1, 0, 30.19127
D:\Data\IMG\center_2020_06_15_12_50_36_259.jpg, D:\Data\IMG\left_2020_06_15_12_50_36_259.jpg, D:\Data\IMG\right_2020_06_15_12_50_36_259.jpg, 0, 1, 0, 30.18983
D:\Data\IMG\center_2020_06_15_12_50_36_363.jpg, D:\Data\IMG\left_2020_06_15_12_50_36_363.jpg, D:\Data\IMG\right_2020_06_15_12_50_36_363.jpg, 0, 1, 0, 30.19029
D:\Data\IMG\center_2020_06_15_12_50_36_464.jpg, D:\Data\IMG\left_2020_06_15_12_50_36_464.jpg, D:\Data\IMG\right_2020_06_15_12_50_36_464.jpg, -0.09297241, 1, 0, 30.18851
D:\Data\IMG\center_2020_06_15_12_50_36_567.jpg, D:\Data\IMG\left_2020_06_15_12_50_36_567.jpg, D:\Data\IMG\right_2020_06_15_12_50_36_567.jpg, -0.3827058, 1, 0, 30.16249
D:\Data\IMG\center_2020_06_15_12_50_36_674.jpg, D:\Data\IMG\left_2020_06_15_12_50_36_674.jpg, D:\Data\IMG\right_2020_06_15_12_50_36_674.jpg, -0.1309368, 1, 0, 30.19143
D:\Data\IMG\center_2020_06_15_12_50_36_774.jpg, D:\Data\IMG\left_2020_06_15_12_50_36_774.jpg, D:\Data\IMG\right_2020_06_15_12_50_36_774.jpg, 0, 1, 0, 30.18962
D:\Data\IMG\center_2020_06_15_12_50_36_876.jpg, D:\Data\IMG\left_2020_06_15_12_50_36_876.jpg, D:\Data\IMG\right_2020_06_15_12_50_36_876.jpg, 0, 1, 0, 30.18998
D:\Data\IMG\center_2020_06_15_12_50_36_979.jpg, D:\Data\IMG\left_2020_06_15_12_50_36_979.jpg, D:\Data\IMG\right_2020_06_15_12_50_36_979.jpg, 0, 1, 0, 30.19031
D:\Data\IMG\center_2020_06_15_12_50_37_082.jpg, D:\Data\IMG\left_2020_06_15_12_50_37_082.jpg, D:\Data\IMG\right_2020_06_15_12_50_37_082.jpg, 0, 1, 0, 30.19029
D:\Data\IMG\center_2020_06_15_12_50_37_185.jpg, D:\Data\IMG\left_2020_06_15_12_50_37_185.jpg, D:\Data\IMG\right_2020_06_15_12_50_37_185.jpg, -0.308613, 1, 0, 30.17056
D:\Data\IMG\center_2020_06_15_12_50_37_287.jpg, D:\Data\IMG\left_2020_06_15_12_50_37_287.jpg, D:\Data\IMG\right_2020_06_15_12_50_37_287.jpg, -0.59511, 1, 0, 30.13525
D:\Data\IMG\center_2020_06_15_12_50_37_387.jpg, D:\Data\IMG\left_2020_06_15_12_50_37_387.jpg, D:\Data\IMG\right_2020_06_15_12_50_37_387.jpg, -0.3386987, 1, 0, 30.18969
D:\Data\IMG\center_2020_06_15_12_50_37_489.jpg, D:\Data\IMG\left_2020_06_15_12_50_37_489.jpg, D:\Data\IMG\right_2020_06_15_12_50_37_489.jpg, -0.03406974, 1, 0, 30.19013
D:\Data\IMG\center_2020_06_15_12_50_37_595.jpg, D:\Data\IMG\left_2020_06_15_12_50_37_595.jpg, D:\Data\IMG\right_2020_06_15_12_50_37_595.jpg, 0, 1, 0, 30.1883
D:\Data\IMG\center_2020_06_15_12_50_37_696.jpg, D:\Data\IMG\left_2020_06_15_12_50_37_696.jpg, D:\Data\IMG\right_2020_06_15_12_50_37_696.jpg, 0, 1, 0, 30.18925
D:\Data\IMG\center_2020_06_15_12_50_37_801.jpg, D:\Data\IMG\left_2020_06_15_12_50_37_801.jpg, D:\Data\IMG\right_2020_06_15_12_50_37_801.jpg, 0.3571017, 1, 0, 30.16173
D:\Data\IMG\center_2020_06_15_12_50_37_905.jpg, D:\Data\IMG\left_2020_06_15_12_50_37_905.jpg, D:\Data\IMG\right_2020_06_15_12_50_37_905.jpg, 0.04439038, 1, 0, 30.18946
D:\Data\IMG\center_2020_06_15_12_50_38_005.jpg, D:\Data\IMG\left_2020_06_15_12_50_38_005.jpg, D:\Data\IMG\right_2020_06_15_12_50_38_005.jpg, 0, 1, 0, 30.18987
D:\Data\IMG\center_2020_06_15_12_50_38_110.jpg, D:\Data\IMG\left_2020_06_15_12_50_38_110.jpg, D:\Data\IMG\right_2020_06_15_12_50_38_110.jpg, 0, 1, 0, 30.19013
D:\Data\IMG\center_2020_06_15_12_50_38_215.jpg, D:\Data\IMG\left_2020_06_15_12_50_38_215.jpg, D:\Data\IMG\right_2020_06_15_12_50_38_215.jpg, 0, 1, 0, 30.19019
D:\Data\IMG\center_2020_06_15_12_50_38_316.jpg, D:\Data\IMG\left_2020_06_15_12_50_38_316.jpg, D:\Data\IMG\right_2020_06_15_12_50_38_316.jpg, 0, 1, 0, 30.19021
D:\Data\IMG\center_2020_06_15_12_50_38_421.jpg, D:\Data\IMG\left_2020_06_15_12_50_38_421.jpg, D:\Data\IMG\right_2020_06_15_12_50_38_421.jpg, 0, 1, 0, 30.19025
D:\Data\IMG\center_2020_06_15_12_50_38_522.jpg, D:\Data\IMG\left_2020_06_15_12_50_38_522.jpg, D:\Data\IMG\right_2020_06_15_12_50_38_522.jpg, 0, 1, 0, 30.19023
D:\Data\IMG\center_2020_06_15_12_50_38_627.jpg, D:\Data\IMG\left_2020_06_15_12_50_38_627.jpg, D:\Data\IMG\right_2020_06_15_12_50_38_627.jpg, 0, 1, 0, 30.19025
D:\Data\IMG\center_2020_06_15_12_50_38_733.jpg, D:\Data\IMG\left_2020_06_15_12_50_38_733.jpg, D:\Data\IMG\right_2020_06_15_12_50_38_733.jpg, 0, 1, 0, 30.19022
